workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID
47.26,6.01,183.0,47.26,6.01,140.0,516,531578159
46.95,7.39,474.0,46.95,7.39,42.0,516,2939068116
46.8,7.16,37.0,46.8,7.12,227.0,516,2915971993
47.48,8.7,251.0,47.48,8.7,149.0,517,248361448
47.13,6.18,347.0,47.13,6.18,170.0,517,922710182
47.37,8.54,48.0,47.39,8.52,21.0,518,23319279
47.62,6.79,255.0,47.62,6.79,192.0,519,618379369
46.26,7.62,178.0,46.26,7.62,339.0,519,404055873
46.21,6.09,21.0,46.21,6.09,33.0,520,247954457
45.93,6.63,170.0,45.93,6.63,313.0,520,289080015
46.22,6.18,13.0,46.21,6.26,58.0,521,235735952
47.56,7.58,52.0,47.56,7.58,469.0,521,169231622
47.12,8.79,148.0,47.12,8.79,373.0,521,786828696
45.85,6.1,136.0,45.89,6.12,112.0,522,229942620
46.32,9.4,220.0,46.32,9.4,298.0,522,165693637
46.57,6.75,29.0,46.5,6.67,36.0,523,3303681947
47.87,7.22,266.0,47.87,7.22,258.0,524,361191419
46.28,7.5,13.0,46.28,7.5,22.0,524,2489702312
47.35,8.34,300.0,47.35,8.34,186.0,524,1324500308
45.8,9.08,300.0,45.8,9.08,197.0,525,3351301739
47.5,8.81,260.0,47.5,8.81,252.0,525,1872933032
46.23,6.88,46.0,46.23,6.88,479.0,525,297134568
45.86,6.15,25.0,45.86,6.15,39.0,526,239747685
46.77,6.34,29.0,46.77,6.34,30.0,526,610178472
45.93,6.64,66.0,45.93,6.64,33.0,526,520536093
46.05,6.16,159.0,46.05,6.16,363.0,526,1109859644
47.65,6.78,246.0,47.65,6.78,240.0,527,1015223384
46.2,6.16,279.0,46.2,6.16,151.0,528,943751480
46.95,7.39,462.0,46.95,7.39,67.0,529,934451876
45.85,8.91,15.0,45.87,8.91,203.0,529,964356932
47.66,6.83,372.0,47.66,6.83,39.0,529,186369031
46.19,6.21,123.0,46.19,6.21,402.0,529,1560728316
47.72,7.28,124.0,47.72,7.28,212.0,530,634778650
46.95,7.39,289.0,47.38,8.54,22.0,530,200934574
45.79,9.66,173.0,45.8,9.68,190.0,530,478874776
45.89,6.13,316.0,45.89,6.13,214.0,531,128489373
47.49,6.84,40.0,47.47,6.85,144.0,531,2888898329
45.94,8.89,74.0,45.94,8.89,113.0,531,358870775
46.46,6.84,13.0,46.46,6.85,199.0,532,1061457764
46.46,6.84,11.0,47.38,8.54,26.0,532,541768154
46.02,8.97,141.0,46.02,8.97,240.0,532,1148886085
47.3,8.86,126.0,47.3,8.86,133.0,532,310237906
46.23,6.06,50.0,46.38,6.24,22.0,533,86689724
47.2,5.94,351.0,47.2,5.94,182.0,533,2158098764
47.65,6.85,26.0,47.65,6.84,10.0,534,532203706
46.52,6.6,25.0,46.53,6.66,95.0,534,236488504
46.08,6.41,152.0,45.85,6.1,11.0,534,1553462892
46.03,9.33,11.0,46.05,9.42,184.0,535,470232795
46.06,6.29,21.0,46.06,6.29,18.0,535,97754038
46.19,9.02,204.0,46.19,9.02,328.0,535,273080018
45.83,9.01,456.0,45.83,9.01,80.0,536,2522867605
46.27,7.83,29.0,46.27,7.83,12.0,537,235686272
46.89,7.51,220.0,46.89,7.51,185.0,537,274449248
45.73,6.36,27.0,45.75,6.42,37.0,537,1664721720
45.79,6.97,160.0,45.79,6.97,174.0,538,304617316
45.92,6.14,116.0,45.92,6.14,360.0,538,2187757654
46.62,9.57,368.0,46.62,9.57,171.0,539,350236188
47.41,9.19,11.0,46.71,6.84,195.0,539,2853333757
47.46,6.75,12.0,47.47,6.69,261.0,539,1917076171
46.21,6.14,31.0,46.21,6.14,58.0,540,2241841655
47.72,7.28,206.0,47.72,7.28,271.0,540,2338698673
46.18,9.65,132.0,46.18,9.65,402.0,541,3084480520
45.83,6.81,133.0,45.83,6.81,368.0,542,998145494
47.08,8.27,111.0,47.07,8.27,42.0,542,498107597
45.81,6.96,33.0,45.83,6.95,140.0,543,494323959
47.0,6.94,229.0,47.0,6.94,272.0,543,2163150505
47.43,8.67,18.0,47.38,8.54,177.0,543,90459788
45.81,6.5,237.0,45.81,6.5,233.0,544,392203432
45.91,6.71,13.0,45.89,6.64,180.0,545,735938305
47.74,7.33,23.0,47.66,7.29,16.0,547,2794551335
46.24,6.12,57.0,46.24,6.09,269.0,547,101757860
47.37,8.55,12.0,47.37,8.55,207.0,548,40216893
46.66,9.52,410.0,46.66,9.52,138.0,548,263106689
45.81,8.84,38.0,45.8,8.52,194.0,548,524235585
46.51,6.65,60.0,46.51,6.65,15.0,549,209254452
46.53,6.64,25.0,46.53,6.64,273.0,549,1653047120
46.53,6.63,20.0,46.53,6.63,13.0,549,206326427
47.75,7.34,23.0,47.75,7.34,62.0,550,431516259
45.83,6.81,15.0,45.83,6.81,22.0,550,3224026906
46.38,6.51,12.0,46.16,6.85,166.0,551,2369175756
46.23,6.08,29.0,46.2,6.14,59.0,552,216776517
45.99,8.75,241.0,45.99,8.75,310.0,552,2259299408
47.56,7.58,476.0,47.56,7.58,75.0,553,3019579971
47.65,9.62,180.0,47.65,9.62,122.0,553,1394908466
47.18,8.91,24.0,47.18,8.91,20.0,553,438676957
47.43,8.67,30.0,47.43,8.67,11.0,553,1626918325
46.59,6.66,69.0,47.38,8.54,118.0,554,68127470
47.45,8.56,18.0,47.32,8.79,82.0,554,387398514
46.52,6.61,81.0,46.52,6.61,16.0,554,132865387
46.52,6.02,14.0,46.53,6.02,91.0,555,722259956
46.57,8.76,31.0,46.57,8.76,524.0,555,346148264
47.72,7.28,263.0,47.72,7.28,291.0,555,2717662215
47.51,7.0,296.0,47.51,7.0,254.0,555,506214602
47.64,8.87,332.0,47.64,8.87,125.0,556,553684592
47.27,7.46,10.0,47.28,7.37,254.0,556,598244723
47.37,8.54,29.0,47.37,8.54,152.0,556,288980482
46.19,6.19,69.0,46.2,6.2,34.0,556,835887554
47.52,6.78,103.0,47.52,6.78,349.0,556,96419529
47.2,5.94,150.0,47.2,5.94,406.0,556,463602869
46.78,6.64,65.0,46.78,6.64,50.0,556,459071919
45.82,8.77,80.0,45.82,8.77,218.0,557,221310670
45.81,9.23,310.0,45.81,9.23,247.0,557,479425908
46.22,6.27,174.0,46.22,6.27,154.0,558,1227929540
47.77,6.11,13.0,47.77,6.1,29.0,559,1165312254
47.57,7.8,16.0,47.56,7.78,33.0,560,59592040
46.25,6.47,10.0,46.36,6.45,28.0,560,703557794
46.18,6.22,154.0,46.17,6.19,145.0,560,2242636158
45.94,6.08,95.0,45.94,6.08,70.0,561,7828542
46.9,7.07,119.0,46.91,7.08,70.0,561,748809342
46.28,6.92,80.0,46.28,6.94,12.0,562,880341505
46.2,6.14,265.0,46.2,6.14,297.0,562,2260806345
45.78,10.34,174.0,45.78,10.34,390.0,564,585476390
47.79,7.31,106.0,47.78,7.28,90.0,564,553678387
46.16,6.12,36.0,46.17,6.16,49.0,565,3390943877
46.23,8.77,271.0,46.23,8.77,294.0,565,1557736586
46.2,6.16,15.0,46.18,6.15,194.0,566,1522875313
45.83,8.81,94.0,45.8,8.84,27.0,566,440362500
47.37,8.54,24.0,47.33,8.52,37.0,566,736331623
45.83,8.81,61.0,45.83,8.81,18.0,568,1851243932
47.48,8.22,285.0,47.48,8.22,265.0,568,702933465
47.38,8.54,17.0,47.38,8.54,79.0,568,3127752789
47.09,6.82,205.0,47.09,6.82,217.0,568,406252542
45.83,6.81,109.0,45.93,6.93,56.0,569,56424884
47.2,5.94,43.0,47.2,5.94,49.0,570,209094691
46.24,6.09,33.0,46.24,6.09,12.0,570,141900220
47.43,8.67,55.0,46.2,6.14,134.0,570,1298864539
47.75,7.33,206.0,47.75,7.33,364.0,570,989168755
47.28,8.64,12.0,47.49,8.27,220.0,572,2285530543
47.75,7.33,231.0,47.75,7.33,241.0,572,567721205
46.61,6.83,344.0,46.61,6.83,229.0,573,453260000
47.37,8.53,297.0,47.37,8.53,226.0,574,2371689337
46.2,6.16,106.0,46.2,6.16,135.0,575,201675938
47.21,8.7,85.0,47.21,8.7,490.0,575,3674906055
47.62,7.21,36.0,47.62,7.21,33.0,576,2174449638
46.2,6.14,339.0,46.2,6.14,236.0,577,486837896
47.28,9.5,65.0,47.28,9.5,48.0,577,2525705961
46.8,7.16,396.0,46.8,7.16,160.0,577,2869279186
47.72,7.28,430.0,47.72,7.28,142.0,577,3102439090
46.9,7.4,87.0,46.9,7.4,50.0,578,127615553
45.8,9.09,22.0,45.8,9.09,29.0,578,982706228
45.86,9.43,246.0,45.86,9.43,333.0,579,1900507776
46.03,8.94,171.0,46.03,8.94,409.0,580,487883585
47.73,7.3,179.0,47.72,7.28,22.0,580,261868017
47.38,8.54,28.0,47.38,8.54,35.0,580,2409023436
47.31,8.84,36.0,47.3,8.85,43.0,581,237921960
47.36,9.41,129.0,47.36,9.41,452.0,581,324738148
46.16,6.12,265.0,46.16,6.12,256.0,582,3227961742
45.82,8.84,38.0,45.82,8.84,76.0,583,40633397
46.21,6.09,18.0,46.21,6.09,50.0,583,1081117596
47.38,8.54,32.0,46.95,7.39,75.0,583,288128864
46.0,8.74,13.0,46.07,8.67,57.0,583,912722114
46.31,6.43,226.0,46.31,6.43,297.0,584,1295880361
47.34,8.35,276.0,47.32,8.44,21.0,584,304942471
46.21,7.56,346.0,46.3,7.55,36.0,584,549081437
46.25,6.13,418.0,46.25,6.13,167.0,585,230057088
46.26,7.38,10.0,46.23,7.4,154.0,585,577010201
47.16,9.55,318.0,47.16,9.55,267.0,585,742517600
46.28,6.88,375.0,46.28,6.88,211.0,586,207082780
45.99,8.94,18.0,45.99,8.94,48.0,586,2197271021
46.16,8.81,47.0,46.16,8.81,210.0,587,484614685
47.8,7.18,401.0,47.8,7.18,33.0,587,558416488
45.96,6.75,308.0,45.96,6.75,113.0,588,573032766
47.41,8.41,37.0,47.41,8.41,91.0,588,192754671
46.69,7.68,86.0,46.69,7.68,38.0,589,23478352
46.07,6.41,268.0,46.07,6.41,230.0,589,340409445
47.47,6.88,339.0,47.47,6.88,232.0,589,2923144749
46.91,6.31,259.0,46.91,6.31,331.0,590,575749413
46.01,9.76,27.0,45.87,9.65,11.0,591,398695706
47.26,6.99,241.0,47.26,6.99,164.0,591,1387404192
45.84,8.72,534.0,45.84,8.72,51.0,591,462131855
46.2,6.14,561.0,46.2,6.14,31.0,592,737615278947737601
47.43,8.67,93.0,47.43,8.67,499.0,593,2426457516
47.13,9.05,181.0,47.13,9.05,411.0,593,2348667532
46.52,6.61,34.0,46.52,6.61,51.0,593,366486123
47.72,10.31,438.0,47.72,10.31,156.0,594,122627674
45.81,8.83,41.0,45.81,8.83,553.0,594,139146408
46.81,8.22,230.0,46.81,8.22,364.0,594,49392233
47.49,7.55,15.0,47.37,7.44,16.0,595,462008875
47.43,8.77,45.0,47.43,8.78,155.0,597,463875927
47.14,8.44,29.0,47.14,8.44,32.0,597,40238940
46.09,6.02,78.0,46.09,6.02,218.0,597,950453191
46.37,6.48,131.0,46.37,6.48,263.0,597,251700088
47.26,6.01,432.0,47.26,6.01,166.0,598,1050239438
47.72,7.28,291.0,47.72,7.28,225.0,599,2945478314
45.89,6.13,239.0,45.89,6.13,231.0,600,778022167
46.13,8.25,404.0,46.13,8.25,189.0,600,2948737025
46.14,7.24,21.0,46.14,7.24,19.0,600,573087235
46.24,6.13,13.0,46.24,6.12,153.0,600,425086670
45.87,10.0,364.0,45.87,10.0,236.0,601,3413524108
46.0,8.75,211.0,46.0,8.75,389.0,601,2863341331
46.95,7.14,254.0,46.95,7.14,347.0,601,232879284
47.07,8.28,240.0,47.07,8.28,299.0,602,210084962
46.21,6.12,77.0,46.21,6.12,85.0,603,477909874
47.5,8.34,22.0,47.5,8.33,35.0,603,2800543972
45.76,9.85,193.0,45.76,9.85,410.0,603,812821063
47.2,5.94,332.0,47.2,5.94,268.0,604,2789937981
46.03,6.05,19.0,45.89,6.13,26.0,604,499647527
47.38,9.27,370.0,47.38,9.27,235.0,605,3955974634
46.2,6.16,45.0,46.35,7.01,17.0,606,595650959
47.2,5.94,354.0,47.2,5.94,252.0,606,2912180883
47.52,8.72,75.0,47.52,8.72,55.0,607,316233897
47.27,8.17,17.0,47.28,8.64,15.0,609,117206468
47.56,8.89,361.0,47.56,8.89,246.0,609,1304011885
45.95,6.11,29.0,45.92,6.09,111.0,609,1594442035
47.39,8.49,25.0,47.38,8.54,113.0,609,91560082
46.07,6.71,105.0,46.08,6.71,73.0,610,568535271
47.74,10.3,416.0,47.74,10.3,194.0,611,2192595378
47.2,5.94,65.0,47.2,5.94,76.0,611,1405575360
47.58,7.55,128.0,47.53,7.62,113.0,612,2359345979
46.53,6.64,13.0,46.53,6.64,37.0,612,1041440671
45.8,9.05,362.0,45.8,9.05,138.0,612,488741807
47.79,7.34,220.0,47.79,7.34,389.0,613,43698260
46.28,7.5,303.0,46.28,7.5,268.0,614,2948830709
47.23,9.23,98.0,47.38,8.54,33.0,614,562005612
47.62,6.79,316.0,47.62,6.79,291.0,614,2233807845
47.66,9.09,565.0,47.66,9.09,50.0,615,3246064769
47.45,8.56,10.0,47.36,8.52,75.0,615,2548254703
46.23,6.11,13.0,46.22,6.14,22.0,616,485106294
46.63,6.98,32.0,47.05,8.3,38.0,616,37429081
46.21,6.09,270.0,46.2,6.14,76.0,617,3555944483
47.74,7.32,168.0,47.75,7.32,162.0,617,608050766
46.95,7.39,290.0,46.95,7.39,253.0,618,2163182407
47.38,8.54,122.0,47.38,8.08,22.0,618,611267091
47.46,8.29,63.0,47.47,8.31,170.0,619,400339201
45.91,6.14,241.0,45.91,6.14,377.0,620,815771934
45.89,6.13,168.0,45.89,6.13,454.0,622,185643834
47.25,6.02,15.0,47.25,6.03,207.0,622,371937024
47.47,8.39,297.0,47.47,8.39,269.0,624,793335494
47.56,7.58,13.0,47.55,7.63,30.0,625,1443849416
47.45,8.19,170.0,47.45,8.19,456.0,626,308157806
46.22,6.12,12.0,46.21,6.13,202.0,626,430282681
47.26,6.01,378.0,47.26,6.01,249.0,627,322680600
47.08,8.27,253.0,47.09,8.28,153.0,629,701522231
47.8,7.38,357.0,47.8,7.38,272.0,629,717914873
45.99,8.95,17.0,47.36,8.53,33.0,629,294073150
46.47,7.13,358.0,46.47,7.13,262.0,630,64738440
47.38,8.08,46.0,47.38,8.08,242.0,630,4505932417
46.38,6.59,41.0,46.38,6.59,24.0,631,163045597
45.96,7.1,40.0,46.03,7.15,26.0,631,1444187635
47.75,8.69,523.0,47.75,8.69,108.0,631,310348677
46.21,6.13,23.0,46.19,6.11,10.0,633,1305741793
46.81,8.22,117.0,46.2,6.14,176.0,633,3303775291
46.15,8.92,168.0,46.15,8.92,308.0,633,334960390
47.49,7.72,18.0,47.49,7.72,21.0,634,430157459
45.92,9.32,20.0,45.91,9.32,196.0,635,382776809
46.18,6.12,337.0,46.18,6.12,298.0,635,937707961
47.77,7.37,45.0,47.73,7.3,140.0,635,588400410
45.83,8.81,399.0,45.83,8.81,233.0,636,2976063227
45.8,9.08,280.0,45.8,9.08,263.0,637,560628621
47.38,8.54,108.0,47.38,8.54,332.0,637,19977028
46.21,6.09,253.0,46.21,6.09,304.0,637,4872886929
46.24,6.15,108.0,46.24,6.15,92.0,638,251126728
45.8,9.08,378.0,45.8,9.08,263.0,641,1467682482
46.32,9.94,255.0,46.32,9.94,318.0,641,731027407738671104
47.65,9.62,12.0,47.65,9.62,19.0,642,2295341443
46.25,6.13,19.0,46.25,6.13,21.0,643,33812291
47.72,7.28,292.0,47.72,7.28,349.0,643,2933639680
47.35,8.44,408.0,47.35,8.44,234.0,643,101279210
47.62,6.79,261.0,47.62,6.79,373.0,643,1678954375
47.42,9.66,27.0,47.37,9.69,178.0,644,1655246490
47.38,8.49,30.0,47.37,8.5,271.0,645,45661564
45.86,8.86,298.0,45.87,8.88,20.0,645,2228380815
47.04,8.32,249.0,47.38,9.27,51.0,646,2316042235
45.78,10.34,374.0,45.78,10.34,271.0,648,492217996
47.62,6.79,39.0,47.62,6.79,26.0,648,449052056
47.2,5.94,154.0,47.2,5.94,89.0,649,3374359690
47.14,6.2,206.0,47.44,6.89,10.0,649,505712552
45.8,8.84,144.0,45.8,8.84,108.0,651,282588300
46.08,6.41,141.0,46.08,6.41,145.0,652,937400742
47.66,6.88,250.0,47.66,6.88,394.0,653,1284057824
47.75,8.97,533.0,47.75,8.97,112.0,653,33633169
47.34,8.61,17.0,47.33,8.62,36.0,654,164903852
47.37,8.09,69.0,46.54,6.59,13.0,655,490582748
47.71,9.15,313.0,47.71,9.15,148.0,656,8623812
47.55,7.53,10.0,47.56,7.58,221.0,656,3379498539
46.18,6.11,20.0,46.18,6.11,10.0,657,521157157
45.85,6.1,10.0,45.9,6.11,378.0,658,763736492
46.22,10.18,258.0,46.22,10.18,367.0,658,3403131087
46.59,6.66,10.0,47.38,8.54,104.0,658,277496292
46.0,8.74,36.0,45.95,8.77,37.0,659,396532455
46.6,6.37,72.0,46.6,6.37,42.0,659,823977289
47.58,6.85,271.0,47.58,6.85,269.0,660,2281707111
46.21,6.09,69.0,46.21,6.09,160.0,661,1133116002
47.75,7.35,294.0,47.75,7.35,362.0,661,1571523996
47.42,8.51,18.0,47.42,8.51,42.0,662,367359610
46.21,6.09,35.0,46.21,6.09,41.0,662,1225954796
47.37,8.55,11.0,47.38,8.54,164.0,663,23040259
46.19,6.14,310.0,46.19,6.14,181.0,666,2361836669
46.21,6.15,14.0,46.2,6.16,35.0,666,17538448
45.94,9.17,151.0,45.83,9.04,63.0,667,360031554
47.46,6.74,16.0,47.47,6.77,11.0,667,721239927
45.82,8.81,350.0,45.82,8.81,287.0,668,324046315
46.18,9.86,363.0,46.18,9.86,301.0,668,3102345898
47.49,7.59,252.0,47.49,7.59,212.0,668,2547482482
47.2,5.94,119.0,47.25,6.03,85.0,668,2431853687
46.01,8.97,17.0,46.01,8.98,12.0,669,491147118
47.42,8.51,27.0,47.42,8.51,20.0,669,1146427224
45.8,9.08,77.0,45.77,9.09,164.0,669,364131853
47.37,8.54,13.0,47.61,8.24,21.0,670,69914087
47.8,9.64,150.0,47.65,9.62,74.0,671,223402502
46.21,6.15,65.0,46.38,6.24,181.0,671,223923585
47.65,6.84,191.0,47.65,6.84,480.0,671,356144534
46.26,7.62,124.0,46.13,7.09,142.0,672,584176950
47.47,9.38,384.0,47.47,9.38,290.0,674,135643379
47.38,8.54,385.0,47.38,8.54,275.0,675,4107982731
47.08,8.64,260.0,47.08,8.64,204.0,675,478903690
47.22,7.59,254.0,47.13,7.24,28.0,675,630491292
46.19,7.21,360.0,46.19,7.21,309.0,676,424952620
46.2,6.16,34.0,46.2,6.16,35.0,678,41484765
47.59,8.21,10.0,46.25,6.13,426.0,679,386658258
45.86,10.46,468.0,45.86,10.46,212.0,680,256676266
46.07,6.47,253.0,45.93,6.93,10.0,680,2313712326
45.75,6.42,287.0,45.75,6.42,292.0,680,559928045
45.8,8.27,16.0,45.8,8.27,18.0,680,507703839
47.24,6.02,13.0,47.23,5.97,152.0,681,600461390
47.64,6.87,232.0,47.64,6.85,36.0,681,1403177706
47.48,8.49,221.0,47.48,8.49,155.0,681,586524811
46.25,6.13,25.0,46.19,6.16,140.0,683,14771886
45.9,6.12,228.0,45.9,6.12,405.0,683,636270185
46.21,6.09,26.0,46.26,6.16,517.0,683,4250140822
46.24,6.15,15.0,46.2,6.14,240.0,683,467938143
47.58,7.66,377.0,47.58,7.66,267.0,685,3434189111
45.76,9.85,302.0,45.76,9.85,373.0,686,67855252
47.56,8.89,10.0,47.38,8.54,224.0,686,25335178
47.52,6.92,382.0,47.52,6.92,239.0,688,597227459
45.92,10.06,110.0,45.92,10.06,69.0,689,173662542
46.19,6.11,56.0,46.19,6.11,136.0,689,3052705851
47.47,7.76,329.0,47.47,7.76,354.0,690,962568872
46.01,6.25,29.0,46.01,6.25,51.0,690,1468360411
46.11,7.08,17.0,46.78,7.64,63.0,691,4158811323
47.43,8.67,44.0,47.38,8.54,84.0,691,1015793652
47.03,8.18,16.0,47.03,8.18,45.0,692,100555327
47.44,6.89,350.0,47.45,6.88,31.0,693,570674218
46.01,8.96,36.0,46.02,8.91,17.0,694,479057997
46.18,6.11,105.0,46.18,6.09,16.0,695,997663429
46.23,9.25,27.0,45.83,8.81,350.0,695,318091078
47.74,10.3,399.0,47.74,10.3,296.0,695,65585834
47.05,6.58,198.0,47.05,6.58,108.0,697,2291600593
47.21,7.18,24.0,47.21,7.18,19.0,698,1969420915
46.83,7.06,247.0,46.83,7.06,213.0,698,1043103745
45.83,8.81,394.0,45.83,8.81,303.0,699,3207845391
45.86,6.09,32.0,45.86,6.09,24.0,699,2160606762
46.49,6.7,489.0,46.49,6.7,211.0,700,561238505
46.2,6.14,340.0,46.2,6.14,282.0,701,3376137581
45.76,9.85,280.0,45.76,9.85,424.0,704,817745778
47.37,8.54,17.0,47.17,8.51,12.0,704,19078633
47.65,7.81,70.0,47.68,7.8,110.0,706,152483331
47.67,9.47,408.0,47.67,9.47,299.0,707,3825263429
47.23,7.23,80.0,47.23,7.23,27.0,709,703504325
46.2,9.03,111.0,46.2,9.03,598.0,709,450626769
47.68,6.49,11.0,47.68,6.49,13.0,710,1320914755
47.43,8.67,41.0,47.43,8.67,30.0,710,573003125
45.93,6.12,13.0,45.93,6.12,11.0,711,6860282
46.52,6.64,67.0,46.52,6.64,10.0,711,472467823
46.21,6.09,200.0,46.21,6.1,11.0,712,615689820
46.8,7.16,393.0,46.8,7.16,319.0,713,3938928267
47.72,10.32,22.0,47.74,10.3,92.0,713,77722204
47.75,7.33,452.0,47.75,7.33,111.0,714,327812972
45.8,6.17,644.0,45.8,6.17,69.0,714,1379078406
47.0,6.94,173.0,47.0,6.94,428.0,714,366065548
47.02,6.86,18.0,47.06,6.94,29.0,714,365512106
47.65,6.84,236.0,47.65,6.84,481.0,717,175868562
45.78,10.34,602.0,45.78,10.34,114.0,717,576491670
47.48,6.73,37.0,47.47,6.69,61.0,717,605638519
45.89,6.08,272.0,45.9,6.09,54.0,717,1493948095
47.37,8.55,167.0,47.46,8.29,39.0,717,40150339
46.2,6.14,320.0,46.2,6.14,93.0,719,19608560
46.95,7.44,350.0,46.95,7.44,371.0,721,42381452
47.23,9.23,263.0,47.23,9.23,458.0,721,278214621
47.05,6.88,218.0,47.05,6.88,458.0,721,2861261120
46.68,7.86,124.0,46.68,7.86,161.0,722,1384623912
45.81,8.25,64.0,45.81,8.25,20.0,722,142765591
47.23,8.67,26.0,47.38,8.54,12.0,723,172519515
47.1,6.83,48.0,47.1,6.83,26.0,728,92057064
47.79,7.18,475.0,47.79,7.18,244.0,728,1474859190
47.47,8.99,166.0,47.46,9.03,66.0,728,185410602
47.63,6.84,25.0,47.63,6.84,33.0,728,126396662
46.53,6.65,49.0,46.53,6.65,134.0,729,884228940
46.05,6.16,302.0,46.38,6.85,46.0,729,1969687951
46.65,9.7,336.0,46.65,9.7,392.0,731,3412837961
45.83,8.81,367.0,45.83,8.81,365.0,732,561384366
47.39,8.49,15.0,47.29,8.56,193.0,732,1201468328
47.62,6.79,277.0,47.62,6.79,450.0,732,2199601653
46.52,6.63,10.0,46.53,6.65,487.0,733,483110297
45.85,9.39,19.0,45.86,9.38,149.0,733,370877139
46.25,6.13,193.0,46.25,6.13,54.0,734,710460114
45.83,8.81,245.0,45.83,8.81,158.0,734,751364672
47.37,8.54,105.0,47.37,8.53,44.0,735,14943815
47.57,8.08,28.0,47.57,8.08,43.0,735,1384201075
47.46,8.34,137.0,47.46,8.34,37.0,735,1511125514
47.4,8.06,299.0,47.39,8.07,115.0,735,591436426
47.63,6.86,68.0,47.65,6.84,242.0,736,380549104
47.66,5.99,285.0,47.68,6.04,75.0,739,521249312
46.53,6.65,164.0,46.53,6.65,56.0,739,33275874
46.42,6.26,10.0,46.44,6.27,67.0,739,185598504
47.2,5.94,480.0,47.2,5.94,260.0,740,3177276466
46.18,6.22,25.0,46.11,6.22,424.0,740,274403573
47.37,8.54,36.0,47.41,8.73,13.0,741,304531630
46.21,6.09,214.0,46.21,6.09,65.0,742,710614534
47.62,6.95,576.0,47.62,6.95,42.0,746,39478560
46.21,6.13,21.0,46.2,6.16,21.0,746,123666485
45.76,9.85,418.0,45.76,9.85,328.0,746,3070068148
45.83,8.81,534.0,45.83,8.81,212.0,746,758247740019126272
46.18,6.22,88.0,46.18,6.24,155.0,748,223552516
47.37,8.54,24.0,47.17,8.51,26.0,748,20509373
46.68,7.86,314.0,46.69,7.86,83.0,748,85070003
47.29,7.03,403.0,47.29,7.03,346.0,749,265070274
46.12,10.32,546.0,46.12,10.32,206.0,752,1171901388
46.55,6.67,87.0,46.55,6.67,30.0,754,167777966
46.17,7.44,19.0,46.17,7.44,23.0,755,968714450
47.2,5.94,239.0,47.24,6.0,163.0,756,56997480
46.98,8.4,32.0,46.97,8.42,347.0,758,95469276
46.21,6.14,381.0,46.21,6.14,377.0,758,119676716
46.53,6.63,387.0,46.53,6.63,372.0,759,119679148
46.95,7.44,386.0,46.95,7.44,373.0,759,119681983
47.11,6.83,375.0,47.11,6.83,362.0,760,1160860946
47.38,8.54,437.0,47.38,8.54,317.0,761,382058565
47.43,8.67,34.0,47.43,8.56,19.0,761,434481966
45.85,9.39,16.0,45.91,9.32,202.0,761,1289238409
46.84,7.66,15.0,47.0,8.0,50.0,763,3418002191
45.8,6.11,187.0,45.8,6.11,449.0,763,943955244
46.38,6.85,15.0,46.38,6.86,10.0,764,771530690
46.31,9.4,163.0,46.31,9.4,33.0,765,757119420
47.26,6.01,397.0,47.26,6.01,100.0,765,460234421
47.2,5.94,138.0,47.2,5.94,159.0,766,2604637809
47.43,8.56,39.0,47.33,8.81,10.0,767,755891696
47.33,8.02,452.0,47.33,8.02,313.0,769,306914265
47.67,6.88,408.0,47.67,6.88,266.0,771,446159744
47.2,5.94,453.0,47.2,5.94,314.0,774,2412561457
47.35,8.36,12.0,47.36,8.35,296.0,778,46342724
47.29,7.03,467.0,47.29,7.03,313.0,780,1311438650
45.8,9.45,463.0,45.8,9.45,280.0,781,1444497224
46.95,6.84,36.0,46.95,6.82,158.0,781,1099158553
47.67,9.47,269.0,47.67,9.47,513.0,782,3856773593
47.58,6.76,88.0,47.58,6.75,255.0,782,767727410
46.14,9.62,17.0,46.14,9.62,35.0,783,2710839297
46.0,8.96,18.0,46.0,8.96,65.0,783,309137310
47.46,8.29,34.0,47.46,8.29,11.0,785,40151206
47.87,7.22,574.0,47.87,7.22,211.0,785,1209813950
46.2,6.16,412.0,46.2,6.16,373.0,786,877077541
47.0,6.94,438.0,47.0,6.94,227.0,789,1106658247
45.89,6.13,142.0,45.89,6.13,80.0,790,599210905
46.53,6.65,79.0,46.53,6.65,45.0,791,2760463730
47.39,8.49,59.0,47.39,8.49,35.0,791,387929524
45.85,8.8,80.0,45.85,8.8,44.0,793,37412962
45.8,9.09,31.0,45.8,9.09,50.0,794,872702946
47.49,6.84,14.0,47.49,6.74,17.0,794,3423440375
46.03,8.92,10.0,46.02,8.97,33.0,796,352443434
46.08,8.28,108.0,46.08,8.28,93.0,797,1309685318
46.53,6.65,96.0,47.23,9.23,58.0,800,534564657
47.77,7.3,174.0,47.77,7.3,205.0,800,1228212733
47.14,8.13,517.0,47.16,8.13,13.0,800,1696925155
45.85,6.03,18.0,45.89,6.13,40.0,800,144365322
47.37,8.54,34.0,47.37,8.54,10.0,803,141393539
47.05,8.32,209.0,47.05,8.32,595.0,804,325559729
45.88,9.64,152.0,45.89,9.65,231.0,804,610175536
46.41,6.27,51.0,46.41,6.27,60.0,806,20303112
47.55,7.61,455.0,47.55,7.61,341.0,806,2281612599
47.56,7.58,17.0,46.2,6.14,348.0,807,302502351
