name,date,keywords,hashtags,longitude,latitude,# of tweets,# of people,tweetids,country
Jobs Schaffhausen ,2014-04-15,"['TweetMyJobs', 'Jobs', 'Merck', 'Schaffhausen']","['Jobs', 'Schaffhausen']",8.630780999999999,47.69859,10.0,7.0,"[455943124825964544, 455947547635617792, 455963991844462592, 455966448616476673, 455985617160007680, 455999487077797889, 456111936405377024, 456157211719254016, 456197265791938561, 456197714767011841]",CH
saasfee ,2014-04-18,"['skiing', 'saasfee']",['saasfee'],7.92508,46.1058125,8.0,5.0,"[457103025107374080, 457122793805840384, 457124137837019136, 457151142628450304, 457199174849933312, 457201284899418112, 457201455171399680, 457207695578509312]",CH
saasfee ,2014-04-19,"['mean', 'thing.', 'Skiing...', 'snowed', 'Après', 'one', 'saasfee', 'skiing', 'switzerland']",['saasfee'],7.93159272727,46.1088,11.0,6.0,"[457419321460162560, 457481139985608704, 457493871145259008, 457494977501990912, 457497350714716160, 457516333065064448, 457517082545225728, 457518637935775744, 457519831601127424, 457521619679072257, 457628490196869120]",CH
rotblaulive ,2014-04-21,['rotblaulive'],['rotblaulive'],7.9739075,47.55040625,16.0,4.0,"[458044494186041344, 458044935544250369, 458188578426998785, 458210487529127936, 458213946810720256, 458220497365630976, 458221794185719808, 458227976279437312, 458230509542592512, 458232746859827200, 458248420520902657, 458250741728423936, 458252006537568256, 458326785932148736, 458353926858096642, 458386080501628928]",CH
valleverzasca grottoredorta sonogno ,2014-04-21,"['valleverzasca', 'grottoredorta', 'Sonogno', 'sonogno', 'Redorta']","['valleverzasca', 'grottoredorta', 'sonogno']",9.83785285714,46.4883928571,14.0,3.0,"[458152918353739776, 458314402681614336, 458335020613378048, 458335402479611904, 458335781661462528, 458336153884983297, 458336525017956352, 458336976304087040, 458337347680354304, 458337883783696384, 458338237237702656, 458338570177355776, 458338931495665664, 458339384379834369]",CH
IsleymSurSkyrock ,2014-04-21,['IsleymSurSkyrock'],['IsleymSurSkyrock'],7.189556875,47.335725,16.0,3.0,"[458188471358980096, 458232696083587072, 458300562715734016, 458303141671628800, 458305363050524672, 458305453211275264, 458305904031825920, 458306142092144640, 458307844174254080, 458311252365021185, 458311481151725568, 458313152124690432, 458313262527172608, 458313500692328448, 458314306493620226, 458314418921963520]",CH
CamTo2Million GetCamTo2Mil ,2014-04-30,"['46.183', 'ily', 'GetCamTo2Mil', '6.09094', '28f11dd7e743a2b5', '6c07f3233c333f95', '3acb748d0f1e9265', 'CamTo2Million', '20:40:44', 'RT', '47.3774', '1062700537', '2509415519', 'tr', '6.09974', '46.1839', ""c'est"", '2261867966', '6.09947', '46.185', '46.1851', '46.4396', 'b10e6793b39fbb4b', 'Madrid', ""j'ai"", 'please', 'follow', 'b53ba65776f97f34', '2014-04-30', '6.65208', '46.5287', 'match', '8.53676', '6.12163', '6.09098']","['CamTo2Million', 'GetCamTo2Mil']",9.23498,47.2284,9.0,3.0,"[461301376438792193, 461539158813851648, 461587348304982016, 461587545739259904, 461589462993354752, 461598344574693377, 461605691640520705, 461616673221779457, 461639051855273984]",CH
nurderfcb ,2014-05-03,['nurderfcb'],['nurderfcb'],9.56756727273,46.8819454545,11.0,4.0,"[462580049146028033, 462580482367315968, 462584315499782144, 462587688869433344, 462593300181291008, 462603306683346944, 462606886723137536, 462608303366086657, 462608831819026432, 462614073520427009, 462668975869276161]",CH
Eurovision JoinUs ,2014-05-08,"['Eurovision', 'JoinUs', 'RT']","['Eurovision', 'JoinUs']",9.23498,47.2284,8.0,4.0,"[464318014377451520, 464383716492865536, 464488733522554881, 464490688152076289, 464491889610469376, 464494746288017408, 464511838458503168, 464541081787723776]",CH
mount engelberg titlis ,2014-05-30,"['mount', 'engelberg', 'titlis']","['mount', 'engelberg', 'titlis']",8.40161733333,46.7964933333,15.0,3.0,"[472248188414730240, 472371059740913664, 472372280463745026, 472410993281077248, 472411439815487488, 472412035733401600, 472412333881712640, 472413457086550016, 472413840328916992, 472414149494857728, 472414361706053633, 472414681055764481, 472486954496696320, 472489240094601216, 472496422164922369]",CH
NHL15Bergeron ,2014-05-30,"['NHL15Bergeron', '페르난도']",['NHL15Bergeron'],9.47478666667,47.0842555556,9.0,5.0,"[472281715013320704, 472282249569001472, 472282532088934400, 472283030263173120, 472304652906950656, 472313927310008322, 472367935840088064, 472438096269561857, 472485022134702080]",CH
motorrad schweiz töff töfftour wallis unterwegs switzerland ,2014-06-08,"['Pass', 'motorrad', 'töff', 'wallis', 'switzerland…', 'nufenen', 'nufenenpass', 'töfftour', 'switzerland', 'tessin', 'unterwegs', 'schweiz']","['motorrad', 'schweiz', 'töff', 'töfftour', 'wallis', 'unterwegs', 'switzerland']",8.37657727273,46.534636363599994,11.0,4.0,"[475546891422162944, 475558054016999425, 475558202977681410, 475558636047986688, 475573960692621312, 475585321049284608, 475590004308066304, 475590005633478656, 475605173638008832, 475631707752648704, 475637027304919040]",CH
swissme ,2014-06-14,"['Swissme', 'theoldnow', 'swissme']",['swissme'],9.19885727273,46.434181818199995,11.0,6.0,"[477716869273890816, 477717168835280896, 477719374720409600, 477720237195161600, 477722506921803776, 477725578695835648, 477727600312217602, 477728574657814528, 477734685620330497, 477864450054422531, 477874272485265408]",CH
AUS ,2014-06-18,['AUS'],['AUS'],7.9174845000000005,46.29585,20.0,9.0,"[479147289731416064, 479160806391971840, 479220384269877248, 479229206187225090, 479252109389737984, 479271878285352961, 479285969011871744, 479297323324153856, 479300723176665088, 479300987170357248, 479301380730261504, 479302404132073472, 479339547348959232, 479368859347333120, 479396368055042048, 479397547753357313, 479397936892489729, 479398141859753984, 479400737102110720, 479401588470325248]",CH
italia ,2014-06-20,['italia'],['italia'],9.14031230769,47.4276153846,13.0,6.0,"[479909182683230208, 480011432072056832, 480016743021445120, 480025530532904960, 480029780029734912, 480032857621278720, 480033517565665280, 480033798676307968, 480034447178604545, 480038820872998913, 480046474718638080, 480074974649401344, 480078293673459712]",CH
GOT7 ,2014-06-21,['GOT7'],['GOT7'],9.91796861111,46.561025,36.0,11.0,"[480278101377974272, 480285199226667008, 480309763566485504, 480315114340364289, 480347836849356800, 480350878398820352, 480350891992969216, 480373806045736960, 480378749574078465, 480379541827747840, 480382686528159746, 480385436985356289, 480386639345115137, 480387897863180288, 480388831162552321, 480391524945907712, 480393866705526784, 480394433494409217, 480395049901903873, 480395371340775424, 480396138890403840, 480396466674864129, 480397919057481728, 480398908435075072, 480399381619691521, 480400125118775296, 480400397740150784, 480400754876755968, 480402198191288320, 480403225380524032, 480408451236265984, 480410117348028416, 480413213499351040, 480431312495722496, 480446897828941824, 480459369654788096]",CH
URU ,2014-06-24,['URU'],['URU'],8.60337823529,47.7229470588,17.0,4.0,"[481292792413437953, 481340538583805952, 481357691248730112, 481466094629421056, 481467759281586176, 481486740973420547, 481488235571716097, 481491512099110912, 481492162400751616, 481493265225904128, 481495789865549824, 481497341523140608, 481497724903522307, 481498229922889728, 481499195476803584, 481554632129646593, 481555776369348608]",CH
ACIS 2014AHEuropeTrip acisfrance ,2014-07-02,"['ACIS', '2014AHEuropeTrip', 'acisfrance']","['ACIS', '2014AHEuropeTrip', 'acisfrance']",8.42922625,46.812875,8.0,3.0,"[484183979885854720, 484186670712250369, 484220388595867648, 484285679997038592, 484287688997359617, 484288094641065984, 484288943656284162, 484443877953130498]",CH
switzerland ,2014-07-02,"['Zermatt', 'switzerland']",['switzerland'],7.719261111110001,45.9909,9.0,5.0,"[484211145285578752, 484225872732639232, 484283519829831681, 484290779628572672, 484305457612214273, 484385094409682944, 484385483846213632, 484386468841132032, 484465029413347328]",CH
grindelwald ,2014-07-07,['grindelwald'],['grindelwald'],8.05022333333,46.6286777778,9.0,3.0,"[486060000948023296, 486066674857418752, 486079736293392385, 486140845268430848, 486141238169862146, 486145860896849920, 486184222038974465, 486236788391165953, 486238114953052160]",CH
switzerland ,2014-07-13,"['matterhorn', 'switzerland']",['switzerland'],7.74423277778,45.998294444399995,18.0,9.0,"[488218329535246336, 488218525279223808, 488222361187938305, 488237835690852352, 488241631670583296, 488274365780590592, 488287282328121344, 488290989363036160, 488291149225144320, 488303120737640449, 488313467053834240, 488320230071238656, 488335745082744832, 488383056026562560, 488390960725114880, 488397861013692416, 488399050514132992, 488400908909551616]",CH
TheChedi Andermatt luxury ,2014-07-19,"['luxury', 'TheChedi', 'Andermatt', 'hotels']","['TheChedi', 'Andermatt', 'luxury']",8.58137272727,46.6289454545,11.0,3.0,"[490421244593192960, 490432696582438912, 490433883553665024, 490451392315019264, 490451844561633280, 490487174945845248, 490517853464850433, 490518517620699136, 490519069553344513, 490520329010573312, 490567695776370688]",CH
instanphoto ,2014-07-23,"['Glarus', 'instanphoto']",['instanphoto'],9.04564545455,47.0480636364,11.0,4.0,"[491883601609252864, 491963736824238080, 492015937881903105, 492086588520677376, 492087311086387200, 492088178795638784, 492089644947734528, 492092633716502528, 492094085822681088, 492094663386341377, 492096627201413120]",CH
crumball crumballrally ,2014-07-26,"['crumball', 'crumballrally']","['crumball', 'crumballrally']",8.3720975,46.5526125,8.0,4.0,"[492963470787092480, 493005014626230272, 493013616690741249, 493015960719486976, 493022749141770240, 493043195572654080, 493044190927138816, 493144960741691392]",CH
swissalps switzerland ,2014-08-07,"['swissalps', 'switzerland']","['swissalps', 'switzerland']",7.80910125,47.228525,8.0,5.0,"[497350939494592512, 497429620795650050, 497431023131840512, 497431489840447489, 497432435626618880, 497441424355643392, 497441959968243712, 497481116157493248]",CH
صيف_٢٠١٤ summer_2014 بحيرة_بلاوسي الإمارات uae blauensee سويسرا switzerland ,2014-08-09,"['صيف_٢٠١٤', 'blauensee', 'بحيرة_بلاوسي', 'الإمارات', 'uae', 'summer_2014', 'arabphotos…', 'سويسرا', 'switzerland']","['صيف_٢٠١٤', 'summer_2014', 'بحيرة_بلاوسي', 'الإمارات', 'uae', 'blauensee', 'سويسرا', 'switzerland']",7.655124583330001,46.52095,24.0,7.0,"[498076292026101762, 498084613445533697, 498087486359629824, 498088692137746433, 498111227097526272, 498116624797691905, 498116870076395521, 498118830733131777, 498119114746257410, 498119319717699584, 498135033493094400, 498152705970696194, 498152888112513024, 498153405802885120, 498153656139931650, 498153839489323008, 498154053076287488, 498154214309109761, 498154335780352000, 498154823418912768, 498156603493720064, 498158072972337152, 498158228476559361, 498184456088219648]",CH
lovesicktheseries ,2014-08-10,['lovesicktheseries'],['lovesicktheseries'],9.58314333333,46.6186,12.0,3.0,"[498329573273403392, 498342794789130240, 498390003836133376, 498396693256081409, 498454715496411137, 498472891516989441, 498474716848324609, 498476312999108609, 498481187334008833, 498482507021815809, 498482955765817344, 498513827755859968]",CH
switzerland ,2014-08-23,"['&amp;', 'switzerland']",['switzerland'],7.27851035714,46.480560714300005,28.0,8.0,"[503052717959692288, 503079246135566338, 503108519462461441, 503110078661029888, 503111288978145280, 503111839224320000, 503127979560427520, 503132062506053633, 503132287249416192, 503138854157946881, 503162215936323584, 503183928052948993, 503183994192936960, 503188540931715072, 503202844816969729, 503216377180995584, 503217186119630849, 503217545394921473, 503237903443451904, 503245035941269504, 503247575789883392, 503248172668690432, 503250215118581761, 503250344940290048, 503283369078452224, 503284440991531008, 503286684528963585, 503303293750493184]",CH
IDRC2014 ,2014-08-24,['IDRC2014'],['IDRC2014'],9.83359565217,46.8036478261,23.0,10.0,"[503419411760705537, 503443945573990400, 503486231364530176, 503518416175898624, 503524663340052480, 503529836124839936, 503546106740236288, 503548424349057025, 503561350560641025, 503564044583043072, 503565978471759872, 503568236194316288, 503568661798731778, 503573343220797440, 503584414841208832, 503585870491156481, 503588951643652096, 503589113535418368, 503589348710043648, 503589628222668801, 503593804348530688, 503677299527782403, 503680886320418816]",CH
